cve_id,title,description,cvss_v2_base_score,cvss_v3_base_score,cvss_v2_severity,cvss_v3_severity,cvss_v2_vector,cvss_v3_vector,active_risk_score,url,published_date,added_date,modified_date,is_exploitable,is_exploited_in_the_wild,is_cisa_kev,is_ai_generated_cvss_score,is_emergent_threat,epss_score,epss_percentile
CVE-2017-34430,Apache HTTP Server Cross-Site Scripting,"Apache HTTP Server is vulnerable to cross-site scripting, which may allow an attacker to impact confidentiality, integrity, or availability.",1.4,9.2,LOW,CRITICAL,AV:N/AC:M/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:L/I:L/A:L,8.09,https://nvd.nist.gov/vuln/detail/CVE-2017-34430,2021-12-22,2022-04-29,2023-02-10,True,False,False,True,True,0.5203,91.55
CVE-2019-72264,Firefox Information Disclosure,"Firefox is vulnerable to information disclosure, which may allow an attacker to impact confidentiality, integrity, or availability.",8.7,1.6,HIGH,LOW,AV:N/AC:L/Au:N/C:C/I:C/A:C,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,2.38,https://nvd.nist.gov/vuln/detail/CVE-2019-72264,2017-08-16,2017-12-02,2018-05-28,True,False,True,False,False,0.1082,38.67
CVE-2020-37936,Chrome Authentication Bypass,"Chrome is vulnerable to authentication bypass, which may allow an attacker to impact confidentiality, integrity, or availability.",2.6,3.7,LOW,LOW,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.0,https://nvd.nist.gov/vuln/detail/CVE-2020-37936,2014-01-26,2014-04-12,2014-08-24,True,True,True,False,True,0.9493,65.94
CVE-2022-85185,Citrix ADC Cross-Site Scripting,"Citrix ADC is vulnerable to cross-site scripting, which may allow an attacker to impact confidentiality, integrity, or availability.",4.7,1.3,MEDIUM,LOW,AV:N/AC:M/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,4.52,https://nvd.nist.gov/vuln/detail/CVE-2022-85185,2006-09-16,2007-01-19,2007-02-13,True,True,True,True,True,0.6309,8.99
CVE-2017-28844,Nginx Cross-Site Scripting,"Nginx is vulnerable to cross-site scripting, which may allow an attacker to impact confidentiality, integrity, or availability.",1.5,1.3,LOW,LOW,AV:N/AC:M/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,0.54,https://nvd.nist.gov/vuln/detail/CVE-2017-28844,2018-03-05,2018-08-11,2018-10-28,False,False,True,False,True,0.1017,33.06
CVE-2007-32081,Citrix ADC Path Traversal,"Citrix ADC is vulnerable to path traversal, which may allow an attacker to impact confidentiality, integrity, or availability.",8.5,4.4,HIGH,MEDIUM,AV:L/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,7.77,https://nvd.nist.gov/vuln/detail/CVE-2007-32081,2024-12-11,2025-01-17,2025-04-07,False,True,False,True,False,0.9881,86.9
CVE-2019-34868,Cisco ASA Path Traversal,"Cisco ASA is vulnerable to path traversal, which may allow an attacker to impact confidentiality, integrity, or availability.",5.6,4.4,MEDIUM,MEDIUM,AV:N/AC:L/Au:N/C:C/I:C/A:C,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,3.19,https://nvd.nist.gov/vuln/detail/CVE-2019-34868,2012-12-11,2013-05-08,2013-06-28,True,True,True,True,False,0.6166,86.52
CVE-2005-64061,Windows Server Path Traversal,"Windows Server is vulnerable to path traversal, which may allow an attacker to impact confidentiality, integrity, or availability.",6.8,7.3,MEDIUM,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:L/I:L/A:L,1.85,https://nvd.nist.gov/vuln/detail/CVE-2005-64061,2016-10-19,2017-04-14,2018-01-16,True,True,True,True,True,0.2814,85.26
CVE-2016-01696,VMware ESXi Authentication Bypass,"VMware ESXi is vulnerable to authentication bypass, which may allow an attacker to impact confidentiality, integrity, or availability.",7.9,4.9,HIGH,MEDIUM,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:L/I:L/A:L,5.63,https://nvd.nist.gov/vuln/detail/CVE-2016-01696,2021-10-25,2022-03-24,2022-05-07,False,True,True,True,True,0.2415,62.32
CVE-2013-83043,Citrix ADC Sql Injection,"Citrix ADC is vulnerable to SQL injection, which may allow an attacker to impact confidentiality, integrity, or availability.",0.3,4.6,LOW,MEDIUM,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,7.77,https://nvd.nist.gov/vuln/detail/CVE-2013-83043,2009-04-10,2009-07-14,2010-05-27,True,True,True,False,False,0.4867,49.24
CVE-2010-36595,Windows Server Cross-Site Scripting,"Windows Server is vulnerable to cross-site scripting, which may allow an attacker to impact confidentiality, integrity, or availability.",1.2,3.5,LOW,LOW,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,4.66,https://nvd.nist.gov/vuln/detail/CVE-2010-36595,2010-01-29,2010-04-03,2011-02-12,True,True,False,True,True,0.3118,36.91
CVE-2005-43332,Cisco ASA Path Traversal,"Cisco ASA is vulnerable to path traversal, which may allow an attacker to impact confidentiality, integrity, or availability.",10.0,2.4,CRITICAL,LOW,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,0.47,https://nvd.nist.gov/vuln/detail/CVE-2005-43332,2011-04-25,2011-08-30,2012-03-08,False,False,False,True,False,0.5537,43.22
CVE-2018-93324,Docker Engine Authentication Bypass,"Docker Engine is vulnerable to authentication bypass, which may allow an attacker to impact confidentiality, integrity, or availability.",6.6,9.5,MEDIUM,CRITICAL,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,9.17,https://nvd.nist.gov/vuln/detail/CVE-2018-93324,2008-02-10,2008-08-08,2009-07-16,False,True,True,True,False,0.4119,3.37
CVE-2021-74435,PostgreSQL Path Traversal,"PostgreSQL is vulnerable to path traversal, which may allow an attacker to impact confidentiality, integrity, or availability.",1.2,7.4,LOW,HIGH,AV:N/AC:M/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,2.53,https://nvd.nist.gov/vuln/detail/CVE-2021-74435,2025-04-03,2025-05-29,2025-08-26,True,True,False,False,True,0.3586,53.58
CVE-2007-48031,Apache HTTP Server Path Traversal,"Apache HTTP Server is vulnerable to path traversal, which may allow an attacker to impact confidentiality, integrity, or availability.",3.9,3.5,LOW,LOW,AV:L/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,5.39,https://nvd.nist.gov/vuln/detail/CVE-2007-48031,2011-03-24,2011-08-28,2011-12-29,True,False,True,True,False,0.6497,25.87
CVE-2016-02390,Microsoft Exchange Authentication Bypass,"Microsoft Exchange is vulnerable to authentication bypass, which may allow an attacker to impact confidentiality, integrity, or availability.",0.8,7.0,LOW,HIGH,AV:N/AC:M/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:L/I:L/A:L,9.49,https://nvd.nist.gov/vuln/detail/CVE-2016-02390,2021-10-29,2022-03-07,2022-11-27,False,False,False,False,False,0.5251,20.74
CVE-2009-48763,Kubernetes API Server Command Injection,"Kubernetes API Server is vulnerable to command injection, which may allow an attacker to impact confidentiality, integrity, or availability.",4.3,4.6,MEDIUM,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:L/I:L/A:L,0.24,https://nvd.nist.gov/vuln/detail/CVE-2009-48763,2006-05-23,2006-10-14,2006-10-31,False,True,True,True,False,0.8308,39.67
CVE-2016-24075,Fortinet FortiOS Authentication Bypass,"Fortinet FortiOS is vulnerable to authentication bypass, which may allow an attacker to impact confidentiality, integrity, or availability.",3.6,6.3,LOW,MEDIUM,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:L/I:L/A:L,1.52,https://nvd.nist.gov/vuln/detail/CVE-2016-24075,2024-05-25,2024-11-09,2025-09-13,False,False,True,False,False,0.8948,52.02
CVE-2015-26894,PostgreSQL Path Traversal,"PostgreSQL is vulnerable to path traversal, which may allow an attacker to impact confidentiality, integrity, or availability.",3.8,8.6,LOW,HIGH,AV:N/AC:M/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,9.51,https://nvd.nist.gov/vuln/detail/CVE-2015-26894,2023-12-03,2024-02-08,2024-04-18,False,False,False,False,False,0.8403,22.47
CVE-2023-37584,Docker Engine Command Injection,"Docker Engine is vulnerable to command injection, which may allow an attacker to impact confidentiality, integrity, or availability.",0.2,3.1,LOW,LOW,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:L/I:L/A:L,7.18,https://nvd.nist.gov/vuln/detail/CVE-2023-37584,2009-08-26,2009-11-03,2010-01-10,False,False,True,False,True,0.3831,51.27
CVE-2009-26184,Linux Kernel Path Traversal,"Linux Kernel is vulnerable to path traversal, which may allow an attacker to impact confidentiality, integrity, or availability.",2.9,5.1,LOW,MEDIUM,AV:L/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,8.77,https://nvd.nist.gov/vuln/detail/CVE-2009-26184,2008-09-08,2008-10-22,2009-08-02,True,True,True,True,True,0.3926,61.75
CVE-2010-50882,OpenSSL Remote Code Execution,"OpenSSL is vulnerable to remote code execution, which may allow an attacker to impact confidentiality, integrity, or availability.",6.2,3.3,MEDIUM,LOW,AV:N/AC:M/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,3.95,https://nvd.nist.gov/vuln/detail/CVE-2010-50882,2007-03-17,2007-08-08,2007-12-10,False,False,True,False,True,0.8333,93.34
CVE-2011-26877,PostgreSQL Sql Injection,"PostgreSQL is vulnerable to SQL injection, which may allow an attacker to impact confidentiality, integrity, or availability.",0.1,4.9,LOW,MEDIUM,AV:L/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,6.0,https://nvd.nist.gov/vuln/detail/CVE-2011-26877,2013-11-24,2014-04-19,2014-05-28,False,True,False,True,False,0.4698,16.27
CVE-2018-91793,Apache HTTP Server Remote Code Execution,"Apache HTTP Server is vulnerable to remote code execution, which may allow an attacker to impact confidentiality, integrity, or availability.",6.4,0.3,MEDIUM,LOW,AV:N/AC:L/Au:N/C:C/I:C/A:C,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.71,https://nvd.nist.gov/vuln/detail/CVE-2018-91793,2008-05-27,2008-11-01,2009-10-11,False,False,False,True,False,0.0698,3.2
CVE-2025-99839,Chrome Sql Injection,"Chrome is vulnerable to SQL injection, which may allow an attacker to impact confidentiality, integrity, or availability.",0.6,8.6,LOW,HIGH,AV:L/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,8.05,https://nvd.nist.gov/vuln/detail/CVE-2025-99839,2007-08-22,2007-09-05,2008-04-21,True,True,False,False,False,0.7046,57.91
CVE-2006-01545,Docker Engine Command Injection,"Docker Engine is vulnerable to command injection, which may allow an attacker to impact confidentiality, integrity, or availability.",5.2,8.9,MEDIUM,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:L/I:L/A:L,7.58,https://nvd.nist.gov/vuln/detail/CVE-2006-01545,2016-10-21,2016-12-26,2017-08-21,False,True,True,True,True,0.0977,5.19
CVE-2019-45367,Microsoft Exchange Privilege Escalation,"Microsoft Exchange is vulnerable to privilege escalation, which may allow an attacker to impact confidentiality, integrity, or availability.",6.5,6.9,MEDIUM,MEDIUM,AV:L/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,1.81,https://nvd.nist.gov/vuln/detail/CVE-2019-45367,2010-07-21,2010-10-24,2010-10-25,False,False,False,True,True,0.4817,45.89
CVE-2014-35448,Microsoft Exchange Authentication Bypass,"Microsoft Exchange is vulnerable to authentication bypass, which may allow an attacker to impact confidentiality, integrity, or availability.",6.7,8.9,MEDIUM,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,6.23,https://nvd.nist.gov/vuln/detail/CVE-2014-35448,2009-02-21,2009-05-26,2010-02-07,False,False,True,False,True,0.2989,60.48
CVE-2016-03469,Chrome Cross-Site Scripting,"Chrome is vulnerable to cross-site scripting, which may allow an attacker to impact confidentiality, integrity, or availability.",8.5,7.7,HIGH,HIGH,AV:L/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:L/I:L/A:L,4.75,https://nvd.nist.gov/vuln/detail/CVE-2016-03469,2014-10-02,2014-10-10,2014-10-11,False,False,True,True,False,0.8904,62.37
CVE-2006-84327,VMware ESXi Authentication Bypass,"VMware ESXi is vulnerable to authentication bypass, which may allow an attacker to impact confidentiality, integrity, or availability.",5.6,3.2,MEDIUM,LOW,AV:N/AC:L/Au:N/C:C/I:C/A:C,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,5.36,https://nvd.nist.gov/vuln/detail/CVE-2006-84327,2011-07-14,2011-10-13,2011-12-14,True,False,False,False,True,0.7524,13.0
CVE-2020-54564,Microsoft Exchange Command Injection,"Microsoft Exchange is vulnerable to command injection, which may allow an attacker to impact confidentiality, integrity, or availability.",5.0,8.4,MEDIUM,HIGH,AV:L/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:L/I:L/A:L,8.96,https://nvd.nist.gov/vuln/detail/CVE-2020-54564,2005-06-12,2005-10-28,2006-09-06,True,False,True,True,True,0.2859,63.8
CVE-2015-27046,Kubernetes API Server Sql Injection,"Kubernetes API Server is vulnerable to SQL injection, which may allow an attacker to impact confidentiality, integrity, or availability.",4.8,1.5,MEDIUM,LOW,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:L/I:L/A:L,9.22,https://nvd.nist.gov/vuln/detail/CVE-2015-27046,2012-06-20,2012-11-29,2013-06-07,False,False,True,True,True,0.3785,59.22
CVE-2006-88275,Apache HTTP Server Insecure Deserialization,"Apache HTTP Server is vulnerable to insecure deserialization, which may allow an attacker to impact confidentiality, integrity, or availability.",1.2,8.0,LOW,HIGH,AV:L/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,5.23,https://nvd.nist.gov/vuln/detail/CVE-2006-88275,2008-11-18,2008-11-26,2009-04-12,False,True,False,False,False,0.3078,98.29
CVE-2014-07291,OpenSSL Remote Code Execution,"OpenSSL is vulnerable to remote code execution, which may allow an attacker to impact confidentiality, integrity, or availability.",6.3,0.1,MEDIUM,LOW,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,7.18,https://nvd.nist.gov/vuln/detail/CVE-2014-07291,2021-01-12,2021-01-12,2021-03-11,False,False,False,True,True,0.0443,72.85
CVE-2013-05663,PostgreSQL Information Disclosure,"PostgreSQL is vulnerable to information disclosure, which may allow an attacker to impact confidentiality, integrity, or availability.",5.1,5.2,MEDIUM,MEDIUM,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,7.5,https://nvd.nist.gov/vuln/detail/CVE-2013-05663,2011-01-27,2011-04-15,2011-11-12,True,True,True,False,True,0.5001,97.34
CVE-2021-31539,Apache HTTP Server Directory Traversal,"Apache HTTP Server is vulnerable to directory traversal, which may allow an attacker to impact confidentiality, integrity, or availability.",7.3,6.9,HIGH,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:L/I:L/A:L,7.8,https://nvd.nist.gov/vuln/detail/CVE-2021-31539,2024-09-20,2025-01-04,2025-10-02,False,False,False,True,True,0.7479,95.81
CVE-2022-51522,Nginx Sql Injection,"Nginx is vulnerable to SQL injection, which may allow an attacker to impact confidentiality, integrity, or availability.",5.0,5.0,MEDIUM,MEDIUM,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,5.44,https://nvd.nist.gov/vuln/detail/CVE-2022-51522,2022-01-03,2022-05-20,2022-06-06,True,False,False,False,True,0.704,22.24
CVE-2021-36024,PostgreSQL Path Traversal,"PostgreSQL is vulnerable to path traversal, which may allow an attacker to impact confidentiality, integrity, or availability.",2.8,6.1,LOW,MEDIUM,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,9.25,https://nvd.nist.gov/vuln/detail/CVE-2021-36024,2022-10-15,2023-03-15,2023-04-08,True,True,True,False,False,0.7132,98.91
CVE-2014-96574,Cisco ASA Remote Code Execution,"Cisco ASA is vulnerable to remote code execution, which may allow an attacker to impact confidentiality, integrity, or availability.",1.1,6.5,LOW,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,9.79,https://nvd.nist.gov/vuln/detail/CVE-2014-96574,2025-12-29,2026-01-18,2026-03-15,True,False,False,True,False,0.1045,50.06
CVE-2006-23369,Citrix ADC Command Injection,"Citrix ADC is vulnerable to command injection, which may allow an attacker to impact confidentiality, integrity, or availability.",6.0,7.4,MEDIUM,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:L/I:L/A:L,5.36,https://nvd.nist.gov/vuln/detail/CVE-2006-23369,2013-10-09,2014-02-01,2014-03-23,True,False,True,True,False,0.3395,91.22
CVE-2023-19028,PostgreSQL Directory Traversal,"PostgreSQL is vulnerable to directory traversal, which may allow an attacker to impact confidentiality, integrity, or availability.",0.9,3.0,LOW,LOW,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:L/I:L/A:L,7.75,https://nvd.nist.gov/vuln/detail/CVE-2023-19028,2015-08-17,2015-10-29,2016-03-12,False,False,False,False,True,0.9014,6.58
CVE-2008-98115,VMware ESXi Insecure Deserialization,"VMware ESXi is vulnerable to insecure deserialization, which may allow an attacker to impact confidentiality, integrity, or availability.",4.5,9.2,MEDIUM,CRITICAL,AV:N/AC:L/Au:N/C:C/I:C/A:C,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,4.43,https://nvd.nist.gov/vuln/detail/CVE-2008-98115,2017-03-21,2017-09-08,2018-01-22,False,False,True,False,True,0.4889,40.41
CVE-2018-25928,VMware ESXi Insecure Deserialization,"VMware ESXi is vulnerable to insecure deserialization, which may allow an attacker to impact confidentiality, integrity, or availability.",2.9,1.9,LOW,LOW,AV:N/AC:L/Au:N/C:C/I:C/A:C,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,9.84,https://nvd.nist.gov/vuln/detail/CVE-2018-25928,2023-10-03,2023-11-29,2024-04-22,False,True,True,True,True,0.6879,80.02
